symbol,organ_name,icb_name3,icb_name2,icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
VIE,Công ty Cổ phần Công nghệ Viễn thông VI TE CO,Thiết bị và Phần cứng,Công nghệ Thông tin,Thiết bị viễn thông,CT,9000,9500,9570,9578
MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
VJC,Công ty Cổ phần Hàng không Vietjet,Du lịch & Giải trí,Du lịch và Giải trí,Hàng không,CT,5000,5700,5750,5751
DVM,Công ty Cổ phần Dược liệu Việt Nam,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
VTD,Công ty Cổ phần Vietourist Holdings,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
VTR,Công ty Cổ phần Du lịch và tiếp thị giao thông vận tải Việt Nam - Vietravel,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
VIG,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
VLC,Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
DTK,Tổng Công ty Điện lực TKV - Công ty Cổ phần,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
VIM,Công ty Cổ phần Khoáng sản Viglacera,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
TVM,Công ty Cổ phần Tư vấn đầu tư Mỏ và công nghiệp - Vinacomin,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT,2000,2700,2790,2791
TMG,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
VIN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
VIF,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT,1000,1700,1730,1733
VHE,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
VHD,Công ty Cổ phần Đầu tư phát triển nhà và đô thị VINAHUD,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
VVN,Tổng Công ty Cổ phần Xây dựng Công nghiệp Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
KIP,Công ty Cổ phần K.I.P Việt Nam,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT,2000,2700,2730,2737
VGT,Tập đoàn Dệt May Việt Nam,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
VMT,Công ty Cổ phần Giao nhận Vận tải Miền Trung,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
VGL,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
VGR,Công ty Cổ phần Cảng xanh VIP,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
GVT,Công ty Cổ phần Giấy Việt Trì,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Sản xuất giấy,CT,1000,1700,1730,1737
VPS,Công ty Cổ phần Thuốc sát trùng Việt Nam,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
VLP,Công ty Cổ phần Công trình Công cộng Vĩnh Long,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
VIR,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,Du lịch & Giải trí,Du lịch và Giải trí,Khách sạn,CT,5000,5700,5750,5753
VSN,Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
VIT,Công ty Cổ phần Viglacera Tiên Sơn,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
VIX,Công ty Cổ phần Chứng khoán VIX,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
VWS,Công ty Cổ phần Nước và Môi trường Việt Nam,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
VIW,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VKP,Công ty Cổ phần Nhựa Tân Hóa,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
VKC,Công ty Cổ phần VKC Holdings,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,CT,3000,3300,3350,3357
VLF,Công ty Cổ phần Lương thực Thực phẩm Vĩnh Long,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
VLA,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,Phần mềm & Dịch vụ Máy tính,Công nghệ Thông tin,Phần mềm,CT,9000,9500,9530,9537
VMC,Công ty Cổ phần VIMECO,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,Du lịch & Giải trí,Du lịch và Giải trí,Hàng không,CT,5000,5700,5750,5751
VMD,Công ty Cổ phần Y Dược phẩm Vimedimex,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
VMS,Công ty Cổ phần Phát triển Hàng Hải,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
VMG,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Vũng Tàu,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
ABC,Công ty Cổ phần Truyền thông VMG,Viễn thông di động,Viễn thông,Viễn thông di động,CT,6000,6500,6570,6575
MGC,Công ty Cổ phần Địa chất mỏ - TKV,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
VNE,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VMA,Công ty Cổ phần Công nghiệp Ô tô - Vinacomin,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,CT,3000,3300,3350,3353
E12,Công ty Cổ phần Xây Dựng Điện VNECO 12,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
MTS,Công ty Cổ phần Vật tư - TKV,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Nhà cung cấp thiết bị,CT,2000,2700,2790,2797
VNA,Công ty Cổ phần Vận tải biển Vinaship,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
AIC,Tổng Công ty Cổ phần Bảo hiểm Hàng không,Bảo hiểm phi nhân thọ,Bảo hiểm,Bảo hiểm phi nhân thọ,BH,8000,8500,8530,8536
VNC,Công ty Cổ phần Tập đoàn Vinacontrol,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT,2000,2700,2790,2791
VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
CGV,Công ty Cổ phần Vinaceglass,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TMB,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,CT,1000,1700,1770,1771
VND,Công ty Cổ phần Chứng khoán VNDIRECT,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
VNZ,Công ty Cổ phần VNG,Truyền thông,Truyền thông,Giải trí & Truyền thông,CT,5000,5500,5550,5553
VNF,Công ty Cổ phần Vinafreight,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
VNL,Công ty Cổ phần Logistics Vinalink,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
BMV,Công ty Cổ phần Bột mỳ Vinafood 1,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
VSF,Tổng Công ty Lương thực Miền Nam - Công ty Cổ phần,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
VPD,Công ty Cổ phần Phát triển Điện lực Việt Nam,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
VNG,Công ty Cổ phần Du Lịch Thành Thành Công,Du lịch & Giải trí,Du lịch và Giải trí,Khách sạn,CT,5000,5700,5750,5753
VNP,Công ty Cổ phần Nhựa Việt Nam,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
VNH,Công ty Cổ phần Đầu tư Việt Việt Nhật,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
VNI,Công ty Cổ phần Đầu tư Bất động sản Việt Nam,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
MVN,Tổng Công ty Hàng hải Việt Nam - CTCP,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
VLG,Công ty Cổ phần VIMC Logistics,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
VNM,Công ty Cổ phần Sữa Việt Nam,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
TVN,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
DVN,Tổng Công ty Dược Việt Nam - CTCP,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
VNX,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,Truyền thông,Truyền thông,Dịch vụ truyền thông,CT,5000,5500,5550,5555
VOS,Công ty Cổ phần Vận tải Biển Việt Nam,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
VNR,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,Bảo hiểm phi nhân thọ,Bảo hiểm,Tái bảo hiểm,BH,8000,8500,8530,8538
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
VNS,Công ty Cổ phần Ánh Dương Việt Nam,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
VPG,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
VPH,Công ty Cổ phần Vạn Phát Hưng,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
VNT,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
VRG,Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao Su Việt Nam,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
VXT,Công ty Cổ phần Kho vận và dịch vụ thương mại,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Nhà cung cấp thiết bị,CT,2000,2700,2790,2797
VNY,Công ty Cổ phần Thuốc thú y Trung ương I,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
VRE,Công ty Cổ phần Vincom Retail,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
VOC,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
VSA,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
VPB,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
VTE,Công ty Cổ phần VINACAP Kim Long,Thiết bị và Phần cứng,Công nghệ Thông tin,Thiết bị viễn thông,CT,9000,9500,9570,9578
VPC,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VTJ,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,Thuốc lá,Hàng cá nhân & Gia dụng,Thuốc lá,CT,3000,3700,3780,3785
VTP,Tổng Công ty Cổ phần Bưu chính Viettel,Vận tải,Hàng & Dịch vụ Công nghiệp,Chuyển phát nhanh,CT,2000,2700,2770,2771
VTV,Công ty Cổ phần Năng lượng và Môi trường VICEM,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
VPR,Công ty Cổ phần VINAPRINT,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
VPA,Công ty Cổ phần Vận tải Hóa dầu VP,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
VPI,Công ty Cổ phần Đầu tư Văn Phú - Invest,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
VPW,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
NVP,Công ty Cổ phần Nước sạch Vĩnh Phúc,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
VQC,Công ty Cổ phần Giám định Vinaconmin,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT,2000,2700,2790,2791
VCW,Công ty Cổ phần Đầu tư Nước sạch Sông Đà,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
VRC,Công ty Cổ phần Bất động sản và Đầu tư VRC,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
WCS,Công ty Cổ phần Bến xe Miền Tây,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
WSB,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
WSS,Công ty Cổ phần Chứng khoán Phố Wall,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
X77,Công ty Cổ phần Thành An 77,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
VSC,Công ty Cổ phần Container Việt Nam,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
VSE,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
VSG,Công ty Cổ phần Container Phía Nam,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
DFC,Công ty Cổ phần Xích líp Đông Anh,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
VSI,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
XHC,Công ty Cổ phần Xuân Hòa Việt Nam,Hàng gia dụng,Hàng cá nhân & Gia dụng,Thiết bị gia dụng,CT,3000,3700,3720,3726
VST,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
XMP,Công ty Cổ phần Thủy điện Xuân Minh,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
VTA,Công ty Cổ phần VITALY,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
YBC,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
YEG,Công ty Cổ phần Tập đoàn Yeah1,Truyền thông,Truyền thông,Giải trí & Truyền thông,CT,5000,5500,5550,5553
VTB,Công ty Cổ phần Viettronics Tân Bình,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
VTC,Công ty Cổ phần Viễn Thông VTC,Thiết bị và Phần cứng,Công nghệ Thông tin,Thiết bị viễn thông,CT,9000,9500,9570,9578
VGG,Tổng Công Ty Cổ phần May Việt Tiến,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
VGI,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel,Viễn thông di động,Viễn thông,Viễn thông di động,CT,6000,6500,6570,6575
VTH,Công ty Cổ phần Dây cáp điện Việt Thái,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
VTI,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
VTK,Công ty Cổ phần Tư vấn và Dịch vụ Viettel,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT,2000,2700,2790,2791
VTL,Công ty Cổ phần Vang Thăng Long,Bia và đồ uống,Thực phẩm và đồ uống,Vang & Rượu mạnh,CT,3000,3500,3530,3535
VTM,Công ty Cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
VTO,Công ty Cổ phần Vận tải Xăng dầu VITACO,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
VTQ,Công ty Cổ phần Việt Trung Quảng Bình,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
VTS,Công ty Cổ phần Gạch Ngói Từ Sơn,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
